Xiong 2015 set 1 | 188.15 K 960.0 kPa y_CO2 0.0707 | 188.014 | -0.136 | +1.689 | ESTIMATED_DECLARED_ERROR
Xiong 2015 set 1 | 188.15 K 775.0 kPa y_CO2 0.0867 | 188.282 | +0.132 | +1.572 | ESTIMATED_DECLARED_ERROR
Xiong 2015 set 1 | 188.15 K 574.0 kPa y_CO2 0.1138 | 188.361 | +0.211 | +1.243 | ESTIMATED_DECLARED_ERROR
Xiong 2015 set 1 | 188.15 K 400.0 kPa y_CO2 0.1604 | 188.501 | +0.351 | +1.035 | ESTIMATED_DECLARED_ERROR
Xiong 2015 set 1 | 188.15 K 268.0 kPa y_CO2 0.2290 | 188.245 | +0.095 | +0.522 | ESTIMATED_DECLARED_ERROR
Xiong 2015 set 1 | 188.15 K 2088.0 kPa y_CO2 0.0412 | 188.274 | +0.124 | +4.493 | ESTIMATED_DECLARED_ERROR
Xiong 2015 set 1 | 188.15 K 1791.0 kPa y_CO2 0.0455 | 188.340 | +0.190 | +3.845 | ESTIMATED_DECLARED_ERROR
Xiong 2015 set 1 | 188.15 K 1472.0 kPa y_CO2 0.0550 | 189.002 | +0.852 | +3.767 | ESTIMATED_DECLARED_ERROR
Xiong 2015 set 1 | 188.15 K 1131.0 kPa y_CO2 0.0673 | 189.011 | +0.861 | +3.035 | ESTIMATED_DECLARED_ERROR
Xiong 2015 set 1 | 188.15 K 783.0 kPa y_CO2 0.0871 | 188.441 | +0.291 | +1.745 | ESTIMATED_DECLARED_ERROR
Xiong 2015 set 1 | 188.15 K 581.0 kPa y_CO2 0.1167 | 188.785 | +0.635 | +1.677 | ESTIMATED_DECLARED_ERROR
Xiong 2015 set 1 | 193.15 K 1450.0 kPa y_CO2 0.0794 | 193.416 | +0.266 | +3.054 | ESTIMATED_DECLARED_ERROR
Xiong 2015 set 1 | 193.15 K 1223.0 kPa y_CO2 0.0925 | 193.689 | +0.539 | +2.836 | ESTIMATED_DECLARED_ERROR
Xiong 2015 set 1 | 193.15 K 924.0 kPa y_CO2 0.1184 | 193.899 | +0.749 | +2.421 | ESTIMATED_DECLARED_ERROR
Xiong 2015 set 1 | 193.15 K 674.0 kPa y_CO2 0.1560 | 193.915 | +0.765 | +1.932 | ESTIMATED_DECLARED_ERROR
Xiong 2015 set 1 | 193.15 K 432.0 kPa y_CO2 0.2332 | 193.870 | +0.720 | +1.407 | ESTIMATED_DECLARED_ERROR
Xiong 2015 set 1 | 193.15 K 277.0 kPa y_CO2 0.3479 | 193.631 | +0.481 | +0.865 | ESTIMATED_DECLARED_ERROR
Xiong 2015 set 1 | 193.15 K 2010.0 kPa y_CO2 0.0600 | 192.711 | -0.439 | +3.633 | ESTIMATED_DECLARED_ERROR
